UserID,Uclass,Age,Sex,Estate,HousingPrice,MeanPrice,HousingRate,January,Feburary,March,April,May,June,July,August,September,October,November,December,ComplaintTime
50071991,1,,,科达小区6782,6782,7564,4,276.02,375.51,292.25,217.17,195.77,190.53,160.6,108.69,78.52,127.14,122.96,274.31,7
8155951055,1,49,男,盛华园二期B段4800,4800,5344,4,254.01,238.16,229.56,205.56,172.16,171.08,291.64,257.4,172.54,192.29,210.37,246.7,11
7855407132,1,,,北美公馆7248,7248,8063,4,8.77,0,0,0,10.52,61.85,51.96,72.42,62.25,221.83,264.04,123.77,8
190555928,1,45,男,翔宇二期3653,3653,4053,5,140.74,154.95,121.54,86.79,83.51,92.47,118.6,107.27,69.98,83.12,77.02,91.22,6
8105180447,1,,,尚品铭城小区3510,3510,3882,5,4.73,4.41,4.64,17.1,5.95,4.5,4.72,4.64,4.51,4.85,4.5,4.71,8
8643336627,1,62,女,河畔人家小区4320,4320,4766,5,0,0,0,159.1,136.99,132.66,111.52,109.76,101.79,51.69,207.09,282.66,8
54279735,1,,,铁路小区6059,6059,6678,5,93.47,19.72,21.61,50.14,22.49,83.23,37.88,37.04,81.83,171.68,151.03,196.46,9
8444294900,1,67,男,怡山风情小区6597,6597,7253,5,477.03,381.36,399.28,421.65,269.56,201.81,229.69,302.15,236.71,350.46,270.87,270.24,7
8066003108,3,69,男,通惠苑小区4199,4199,4589,5,22523.1,15891.9,18414,20828.7,23071.8,25821.6,29425.2,26827.5,19162.2,17118.6,15929.7,16743,8
300305658,1,37,男,于洼小区9544,9544,10396,5,132.43,195.13,207.28,158.74,197.74,219.16,273.58,262.01,249.89,246.78,289.73,350.56,8
252763757,1,,,千德小区8610,8610,9371,5,1211.96,1173.36,796.01,462.67,377.52,401.06,441.04,424.51,265.21,468.67,614.05,1222.03,4
250726604,1,,,令闻小区8611,8611,9371,5,0,0,0,0,0,0,0,0,0,126.14,244.59,430.88,10
2952097,4,,,江畔小区4375,4375,4750,5,69.58,63.71,67.24,60.5,53.41,55.7,50.72,51.76,53.05,54.84,56.32,84.48,8
8434490464,3,50,男,学府铭城小区4146,4146,4500,5,985.51,909.58,888.4,1070.1,1050.36,1074.46,1365.68,1381.87,874.79,871.06,873.65,913.21,8
195363414,1,,,新园小区3600,3600,3890,5,107.36,116.9,124.35,121.19,121.6,112.1,110.69,121.95,115.32,132.02,126.23,126.27,7
195364983,1,45,男,新园小区3600,3600,3890,5,98.59,107.13,93.81,97.78,83.38,81.53,86.22,83.97,74.72,86.02,76.8,86.81,8
8140007590,2,50,男,华发新城7643,7643,8256,5,110.83,144.94,198.48,229.98,193.4,146.11,144.58,205.05,44.41,35.25,3.74,0,2
51693060,1,,,一经街小区6363,6363,6868,5,174.85,181.54,152.93,256.43,152.52,128.92,179.85,162.79,112.86,279.37,166.94,379.21,11
210572524,1,,,公安小区4891,4891,5276,5,269.02,192.79,199.59,170.44,196.65,214.77,188.21,183.22,207.29,209.58,254.65,262.29,9
8087268463,1,52,男,上城左岸小区6744,6744,7253,5,95.38,107.08,92.09,120.22,97.03,88.72,91.03,130.73,88.08,108.07,85.67,97.57,10
8087268984,1,46,女,上城左岸小区6744,6744,7253,5,195.21,165.32,151.9,249.11,233.21,143.06,151.75,156.52,126.44,147.56,125.2,126,10
8123876133,1,30,男,上城左岸小区6744,6744,7253,5,137.94,125.11,133.85,119.68,117.99,105.36,120.3,108.55,88.33,134.11,136.02,132.49,10
8251862125,6,59,男,上城左岸小区6744,6744,7253,5,1252.7,1153.8,1235.33,1188.66,1241.52,1271.43,1529,1580.59,1548.6,1551.01,1282.53,1245.99,10
300259610,1,,,百畅园小区9671,9671,10396,5,281.24,294.64,258.35,131.17,126.42,141.59,126.07,106.3,90.72,78.68,102.26,228.23,3
8541315427,1,33,男,置地新城4009,4009,4306,5,400.02,392.28,413.05,363.26,382.88,433.08,469.03,465.94,279.96,355.65,446.32,448.92,10
251525967,1,,,民富小区8725,8725,9371,5,443.07,346.34,200.11,166.97,188.29,124.69,101.63,101.03,83.8,102.03,432.22,573.84,10
251694371,1,,,松泉小区8768,8768,9371,5,0,0,0,0,0,0,0,0,0,0,0,0,4
8051483751,1,35,男,庭林溪谷7726,7726,8256,5,221.58,311.43,313.44,333.89,256.44,214.14,231.77,296.47,226.61,251.87,223.04,269.45,3
8554706805,1,30,男,铁岭银泰活力城住宅小区3391,3391,3611,5,271.49,332.94,305.47,446.61,340.25,287.67,297.21,310.13,226.94,387.11,232.2,233.47,8
8054798704,1,,,河畔花园13696,13696,14548,5,156.56,138.73,136.85,643.4,194.78,118.57,116.28,159.82,98.06,382.41,106.78,112.76,11
8054801260,1,,,河畔花园13696,13696,14548,5,129.89,123.06,171.54,177.36,154.52,151.28,167.8,153.26,126.21,134.05,112.21,119.48,11
8054803110,1,57,男,河畔花园13696,13696,14548,5,372.4,341.7,224.75,368.98,204.95,184.31,187.09,168.03,137.79,274.44,136.45,191.37,11
8053228310,1,58,男,滨河花园小区3640,3640,3858,5,19.56,18.56,20.75,20.39,41.33,42.71,47.83,46.8,44.82,45.04,39.88,37.46,8
8015331225,1,,,枫景名城小区4553,4553,4823,5,147.29,157.86,135.46,180.45,173.71,131.94,142.13,158.97,95.54,154,160.78,214.48,9
263747940,1,,,兰庭苑10099,10099,10693,5,166.24,177.75,146.99,147.85,156.6,135.55,132.38,131.88,128.06,121.11,76.5,87.2,3
263751839,1,,,兰庭苑10099,10099,10693,5,343.43,333.02,314.67,359.77,268.18,243.81,301.92,273.4,248.78,374.67,249.55,350.03,3
150458384,1,,,格林小居5432,5432,5749,5,1577.2,1280.98,696.25,187.4,43.48,42.47,241.64,345.89,200.43,204.34,539.69,1268.79,11
8004535939,1,,女,万恒领域8947,8947,9420,5,158.8,127.1,128.52,151.56,131.38,117.97,177.69,207.18,88.47,144.54,58.06,145.02,8
314816595,1,,,松云街19658,19658,20693,5,185.88,368.17,375.91,242.02,251.32,198.94,208.94,90.6,25.19,46.37,42.89,51.24,9
70133615,1,,,东城花园小区4321,4321,4543,5,75.71,93.69,77.3,63.42,37.86,29.35,39.56,46.7,24.72,14.58,43.93,85.69,10
8422614137,1,58,男,恒大名都5701,5701,5992,5,297.7,291.27,292.19,294.44,431.65,331.65,512.25,494.75,270.03,341.14,322.57,264.79,9
8497967615,1,76,男,龙畔金泉16743,16743,17589,5,96.81,256.59,253.28,260.66,255.86,220.45,198.03,24.68,0.02,0.13,66.27,77.91,9
308228104,1,,,泉水小区16745,16745,17589,5,136.29,150.64,126.01,113.03,125.34,127.74,134.6,141.5,124.79,125.29,119.89,134.94,12
8028562672,3,49,男,泉水小区16745,16745,17589,5,1767.24,751.15,551.04,1368.19,1301.9,1262.51,1250.27,1151.61,130.2,99.25,1348.08,1331.92,9
266170497,1,,,富云花都9576,9576,10024,5,242.74,286.94,289.73,254.42,208.21,225.54,203.99,147.96,59.72,58.34,17.23,30.71,2
301034243,1,,,拥军小区9号楼9948,9948,10396,5,241.06,267.72,204.69,216.69,161.43,102.45,41.29,33.78,21.68,143.17,191.92,205.47,1
93018122,3,47,男,两千平小区3342,3342,3448,5,584.06,242.57,581.74,542.23,337.72,224.84,502.37,250.55,187.05,490.57,397.6,499.33,4
8168667660,1,31,女,福鑫一品小区3936,3936,4053,5,371.94,330.94,290.2,280.95,236.84,228.33,218.22,223.64,203.53,283.56,284.55,280.79,5
8015624277,1,40,女,雷凯尼绅小区10400,10400,10693,5,0,0,0,0,0,0,0,0,0,0,0,0,7
8066763349,1,38,男,三一新天地9824,9824,10084,5,21.4,17.71,20.82,18.74,13.35,0.93,0.02,46.41,168.56,181.06,144.95,184.71,4
8042713650,3,52,女,鑫塔小区6818,6818,6993,5,3019.33,2046.76,2682.96,2270.84,2698.57,3291.98,3690.72,3894.8,2816.87,2760.41,2858,3770.32,10
8495688273,1,29,男,恒大御景湾10444,10444,10693,5,130.99,169.26,182.04,184.6,188.59,369.05,428.44,413.34,200.3,152.44,221.41,320,11
253280714,1,,,永顺小区9170,9170,9371,5,65.65,0,83.29,76.93,78.96,101.97,108.76,26.91,19.48,41.48,17.38,9.71,5
264662671,1,,,宏伟名都9848,9848,10024,5,343.33,345.11,275.58,216.12,227.03,231.21,244.6,244.21,196.6,197.22,226.73,304.95,10
252532827,1,31,男,祥顺小区9211,9211,9371,5,209.53,281.45,243.42,129.74,129.83,165.12,80.43,118.69,74.32,115.01,200.64,222.12,1
8547199906,1,50,女,龙泽雅苑3984,3984,4053,5,194.41,114.28,178.74,185.87,208.82,138.96,143.73,115.18,165.75,204.15,171.19,180.67,11
230286306,1,,,宏运高层5318,5318,5404,5,31.39,0,0,28.43,150.37,120.7,129.32,131.99,105.52,192.87,279.46,318.65,8
50955783,3,43,女,红房新区7467,7467,7564,5,970.78,748.4,743.67,836.57,740.55,586.83,778.6,891.27,603.48,716.7,630.14,917.84,9
7571300241,2,,,听涛雅苑小区4273,4273,4321,5,19.92,20.58,20.94,22.97,23.84,30.19,31.51,2.19,26.16,18.42,21.51,55.5,8
8086064464,3,69,男,汽配城3643,3643,3678,5,397.82,279.98,276.59,1180.46,598.46,1690.35,1878.01,1604.53,623.28,979.97,1308.13,1387.51,10
267156739,3,,,晋斯佳苑9930,9930,10024,5,492.65,411.92,619.6,572.53,616.66,600.66,984.93,963.03,660.46,591.99,571,597.13,5
90646919,1,,,惠工小区3688,3688,3704,5,99.33,99.52,123.39,116.36,102.38,94.02,124.42,105.81,116.18,197.25,172.5,180.54,6
7855056291,2,33,女,府梓里居8034,8034,8063,5,110,98.41,122.61,184.9,75.07,34.06,5.8,25.45,122.37,180.44,168.94,195.91,4
7855057076,2,35,女,府梓里居8034,8034,8063,5,345.98,430.28,432.6,356.58,335.63,282.95,344.93,300.14,285.54,133.07,0.01,0,7
7855058923,2,,,府梓里居8034,8034,8063,5,244.03,215.03,242.83,287.18,209.12,231.21,453.07,469.64,233.67,259.97,267.03,305.09,7
7855059027,2,,,府梓里居8034,8034,8063,5,241.36,357.19,297.22,184.45,177.5,144.88,193.55,172.84,138.14,185.91,169.31,212.99,7
7855059287,2,,,府梓里居8034,8034,8063,5,287.75,317.21,342.96,398.08,309.01,183.5,396.47,417.64,275.04,313.61,288.92,302.1,10
7855059740,2,55,女,府梓里居8034,8034,8063,5,398.92,441.45,368.6,470.25,339.25,385.07,513.31,513.78,318.21,387.81,344.36,478.39,7
7855059825,2,29,女,府梓里居8034,8034,8063,5,193.22,248.69,214.54,184.19,200.84,173.44,204.48,187.42,179.46,195.49,182.25,194.39,10
7855060382,2,,,府梓里居8034,8034,8063,5,160.05,106.19,117.55,107.91,105.58,110.6,107.61,108.53,106.67,98.77,115.03,113.01,11
91088680,1,,,平安社区3692,3692,3704,5,145.24,163.64,148.93,136.28,82.9,67.69,77.47,64.23,113.46,146.34,151.48,167.47,11
8034576283,3,60,女,益民小区3879,3879,3890,5,357.32,166.82,167.72,310.21,331.42,592.14,881.74,826.6,309.85,406.21,334.95,381.79,8
300882535,1,85,女,古城乙区10375,10375,10396,5,276.86,281.52,199.71,343.74,210.69,151.66,195.6,236.38,105.01,67.23,7.57,7.79,3
52197752,1,,,北麓园小区6882,6882,6868,6,60.9,65.31,0,14.55,7.75,13.06,51.17,64.95,25.32,35.82,39.61,15.4,12
266195667,1,,,晋斯华庭10069,10069,10024,6,144.42,131.9,173.58,163.14,141.41,134.77,313.85,289.92,67.69,109.36,96.22,98.73,9
254041545,3,,,丽都花园9415,9415,9371,6,582.18,243.92,503.22,586.74,514.78,500.5,495.86,449.38,457.04,481.91,545.81,791.86,9
254041561,3,,,丽都花园9415,9415,9371,6,1993.63,1428.82,1526.15,1455.99,1337.16,2052.7,2185.87,1861.86,1517.7,342.6,168.75,40.91,9
272282542,1,,,湖滨怡园4266,4266,4246,6,30.71,54.08,67.75,50.07,82.68,158.79,214.23,308.11,36.59,50.3,52.83,110.07,4
8007643435,1,,,四季花城5387,5387,5352,6,147.31,168.12,198.61,179.39,194.7,192.29,193.84,186.36,185.57,211.97,204.61,222.51,8
301934253,1,38,男,龙河家园8319,8319,8256,6,286.32,339.03,324.53,308.27,315.1,272.28,309.77,413.67,310.21,326.99,321.54,366.23,8
301940542,1,39,男,龙河家园8319,8319,8256,6,179.3,279.95,336.19,325.18,254.91,198.06,187.93,199.82,147.11,185.63,168.93,220.96,8
301944023,1,50,男,龙河家园8319,8319,8256,6,307.9,335.46,373.11,354.82,285.89,252.77,273.43,361.81,249.6,312.95,318.69,296.08,8
8086855949,1,,,新丰园小区4593,4593,4543,6,2.77,2.5,2.68,2.57,2.18,2.57,2.74,2.74,2.65,2.75,4.7,2.63,1
154329806,1,,,华光园小区5097,5097,5035,6,263.37,299.85,276.73,223.76,178.63,171.93,128.32,129.11,141.05,162.36,169.25,212.7,10
154329994,1,32,女,华光园小区5097,5097,5035,6,71.99,80.58,91.38,109.3,95.78,65.05,69.84,84.74,72.52,92.46,89.94,94.35,11
27819887,1,,,东馨怡园6071,6071,5992,6,371.77,416.86,370.42,449.08,265.88,312.2,431.74,406.08,258.14,413.01,255.34,273.95,10
71727309,1,,,盛世佳园5425,5425,5352,6,380.45,411.17,392.57,292.2,269.11,207.75,177.2,164.22,167.51,204.71,200.49,187.45,9
7855237373,2,,,皇家御苑8175,8175,8063,6,132.32,156.67,210.81,273.35,220.1,168.17,165.82,147.38,141.78,201.96,153.22,171.41,11
7855692956,2,,,皇家御苑8175,8175,8063,6,147.97,143.72,147.27,156.53,147.27,133.69,145.39,135.76,128.6,141.76,131.55,131.02,11
7091617142,2,,,唐轩英郡小区4327,4327,4246,6,145.78,201.95,125.37,99.68,103.92,109.62,108.54,96.53,128.75,137.04,170.64,531.75,2
264586571,1,,,诗波特10222,10222,10024,6,279.89,282.58,272.93,191.47,139.82,128.06,210.21,235.25,216.82,252.9,234.87,258.33,1
8252236824,1,50,男,唯美尚品7146,7146,6993,6,1511.66,0,0,1411.86,1091.74,1118.63,1360.01,1146.14,692.43,908.49,872.48,1423.56,9
8252237511,1,45,男,唯美尚品7146,7146,6993,6,0,0,0,0,0,0.32,0,0,0.19,0,0,0.13,1
253128298,1,,,泉园小区9598,9598,9371,6,41.21,57.11,63.95,58.24,64.61,54.89,106.08,178.78,54.65,58.28,69.26,96.47,5
8625634206,1,35,女,锦山秀城小区4882,4882,4766,6,158.68,133.96,132.77,105.72,96.95,101.58,142.06,168.67,159.04,156.15,146.07,169.25,11
210593024,1,,,河畔花园二期5407,5407,5276,6,312.77,422.2,212.3,335.37,238.55,291.15,287.42,358.76,253.23,336.17,246.57,440.86,10
8153025505,1,52,男,亿达欣园5592,5592,5452,6,222.16,261.55,342.61,374.51,274.21,208.96,227.67,317.66,169.26,230.67,192.45,205.6,1
8053199375,3,76,男,安居小区4872,4872,4750,6,287.4,194.3,210.2,197.2,179.5,246,264.3,210.3,218.8,123.2,239.4,395.9,12
8027874433,1,36,男,龙源小区4128,4128,3997,6,146.02,172.06,318.84,278.64,212.82,186.22,172.84,179.13,127.25,114.48,145.4,176.29,2
311960202,1,,,逸彩园19387,19387,18734,6,74.6,69.06,68.75,44.31,186.5,218.08,234.75,226.53,202.15,276.67,319,198.54,10
150282615,1,,,锦高家园5952,5952,5749,6,150.28,206.71,197.2,171.78,153.15,125.56,139.47,154.69,121.64,113.28,141.98,162.88,10
7855388811,2,,,三盛颐景蓝湾8354,8354,8063,6,96.16,97.22,167.23,141.89,148.09,119.48,151.42,176.81,101.5,122.95,126.94,161.93,7
8050977235,3,,,新希望C区10818,10818,10396,6,2722.41,2527.38,1634.38,1132.92,971.76,743.12,956.68,981.28,806.76,946.31,1483.08,1990.54,9
864129,1,,,台南嘉苑5574,5574,5355,6,180,165,171.17,157.34,168.04,144.97,101.18,154.03,260.46,272.13,274.57,289.62,11
250657779,1,,,望远小区9759,9759,9371,6,126.6,21.96,155.8,48.92,103.05,35.58,0,1.89,0,97.82,31.91,220.21,8
8411112679,1,43,女,西域华府小区5698,5698,5463,6,100.45,121.02,115.71,123.92,117.22,101.45,97.99,99.18,72.06,85.29,80.22,135.72,8
8265260203,2,58,男,逸景盛熙城8411,8411,8063,6,307.87,230.91,237.21,267.66,222.48,176,169.24,173.18,159.14,190.56,195.44,240.86,3
8265260333,2,58,男,逸景盛熙城8411,8411,8063,6,431.54,442.27,474.18,474.79,246.16,254.75,464.36,427.38,245.83,297.93,292.12,325.11,3
8265260476,2,58,男,逸景盛熙城8411,8411,8063,6,297.86,261.79,278.12,290.54,297.94,245.73,347.91,237.7,310.8,381.24,334.75,364.56,3
8265260681,2,58,男,逸景盛熙城8411,8411,8063,6,217.74,365.6,327.25,366.88,310.84,292.23,361.67,439.03,192.6,194.95,186.62,204.46,5
8051061328,1,,,唯美小区4231,4231,4050,6,101.82,21.63,41.94,123.45,133.17,108.26,123.96,109.73,115.93,83.6,125.42,138.04,11
8123235617,2,,,金伟御都小区4982,4982,4766,6,305.18,310.03,298.8,258.89,259.5,337.62,476.98,456.82,220.79,255.74,264.69,302.7,7
8022086356,3,54,男,君临天下五期10512,10512,10024,6,2787.01,0,0,2687.34,2916.76,3446.88,4277.25,4435.62,3390.65,3368.15,3119.74,2998.03,11
8196095158,1,35,女,名流嘉园12896,12896,12272,6,227.8,235.74,156.64,131.52,144.24,169.13,230.12,222.62,143.46,140.03,153.65,168.66,7
8196107392,1,35,男,名流嘉园12896,12896,12272,6,191.38,217.52,223.57,201.34,183.78,169.38,174.83,168.81,150.73,172.29,158.74,174.86,7
8113490972,1,43,男,双百园10534,10534,10024,6,0,0,0,0,0,0,0,0,0,0,0,0,12
306863239,1,,,花锦园18509,18509,17589,6,37.42,13.04,81.48,143.96,175.79,170.6,182.67,198.93,154.29,168.77,80.45,0,11
7855069842,2,27,男,央大学新城8487,8487,8063,6,194,229.59,138.6,138.42,127.26,140.24,187.91,151.41,117.91,135.59,116.98,132.52,10
270118388,1,,,佳城花园7365,7365,6993,6,157.65,151.9,180.2,125.15,142.82,111.68,134.76,120.97,117.52,54.54,46.27,66.54,11
8043440917,3,67,男,南园小区6056,6056,5749,6,3467.51,1036.04,1588.47,2610.37,2686.23,3392.4,3800.11,3262.99,2407.64,2406.74,2185.83,2164.01,8
308835553,1,,,奥林园18572,18572,17589,6,244.36,258.01,188.11,174.93,218.09,158.7,231.41,294.15,101.18,171.5,148.04,159.84,8
8113595736,1,40,男,恒悦鑫都小区4494,4494,4246,6,265.24,306.12,306.12,320.16,262.56,315.42,455.66,394.83,256.71,275.7,245.48,292.29,8
8071428509,1,44,女,明达山水居5030,5030,4709,6,4.66,4.3,4.51,4.35,4.52,4.43,4.54,4.51,4.38,4.45,4.12,4.45,11
8022152598,3,,,鹏源明居三期5733,5733,5352,6,53.26,46.07,55.62,53.98,48.54,37.29,38.8,23.34,17.42,27.19,32.14,34.42,12
8170557658,1,31,女,鑫阳家园小区5732,5732,5344,6,263.86,273.4,281.86,291.56,255.75,254.25,210.32,206.02,176.89,227.97,212.14,379.28,10
8547312075,1,43,女,龙祥花园小区5196,5196,4842,6,146.6,160.7,133.49,108.77,138,94.98,70.55,80.25,115.78,122.29,77.09,217.24,11
8554445692,1,,,沈铁金域尚城3975,3975,3704,6,468.6,623.63,626.12,530.33,473.46,339.67,387.9,308.82,291.07,374.74,354.31,385.14,9
314676654,1,48,男,紫竹轩小区22407,22407,20693,6,0.7,0.63,0.66,1.91,1.42,0.76,0.8,0.88,16.03,12.29,35.35,16.83,7
8027553123,1,39,男,毓水蓬莱乾荷苑小区4000,4000,3678,6,95.94,82.1,114.46,185,124.97,207.31,150.66,149.35,213.3,200.13,170.75,248.37,9
8027707881,1,39,男,毓水蓬莱乾荷苑小区4000,4000,3678,6,173.29,190.92,193.12,154.37,117.85,184.93,355.3,239.2,98.28,203.33,98.37,110.59,9
8086033093,1,33,男,天元椿小区5584,5584,5094,6,74.43,62.75,69.3,67.57,59.69,66.61,66.37,79.04,58.19,47.16,49.78,60.26,5
8078163913,1,43,女,富虹阳光尊邸4968,4968,4525,6,139.01,120.81,152.61,104.63,124.91,128.28,208.06,204.35,98.22,103.91,139.92,145.22,7
8078164701,1,52,女,富虹阳光尊邸4968,4968,4525,6,312.79,342.74,347.57,293.21,240.43,248.46,338.79,354,147.14,232.05,295.36,299.62,7
8078164743,1,43,女,富虹阳光尊邸4968,4968,4525,6,131.99,147.37,131.93,128.17,93.99,109.06,128.62,114.88,101.33,113.94,106.63,80.36,7
8185463809,1,34,男,观海国际小区6012,6012,5463,6,188.63,135.32,201.29,157.95,163.24,187.88,221.13,189.4,187.95,195.12,200.25,225.72,7
265676907,1,30,女,阳光嘉园11044,11044,10024,6,95,87.38,9.99,0.1,30.13,52.15,80.67,68,39.3,42.77,58.23,141.65,11
267043941,1,,,阳光嘉园11044,11044,10024,6,37.68,34.08,34.21,30,34.22,42.05,51.45,45.18,33.76,31.39,34.99,35.41,11
753022371,1,,,宏建小区5643,5643,5094,6,157.87,136.33,164.33,161.18,185.86,159.12,163.81,198.38,185.83,188.79,165.41,156.04,7
8169771986,1,,,金贵家园小区3835,3835,3460,6,268.28,274.08,165.15,164.46,142.48,149.77,170.88,174.84,189.71,235.93,250.96,294.79,7
8073038500,1,,,海景豪苑6000,6000,5404,7,118.84,110.94,116.48,111.1,178.54,220.94,174.92,262.62,231.24,268.96,261.4,345.08,8
8475057840,1,25,男,雷凯铂院11883,11883,10693,7,75.44,48.34,40.62,60.6,64.15,62.06,71.41,89.61,69.54,76.9,87.28,91.27,9
5665251,3,49,男,高丽花园4560,4560,4096,7,1979.7,281.85,626.55,1468.05,1280.7,1691.55,4790.7,4788,2483.55,1865.85,1676.25,2004.45,11
7920052368,2,,,碧桂园8977,8977,8063,7,143.76,122.96,167.13,224.21,162.3,160.3,161.2,134.49,129.47,141.05,138.02,140.09,1
258355798,1,,,东方俪城10536,10536,9420,7,121.73,55.02,79.9,121.84,73.39,116.82,173.36,171.69,96.52,78.52,107.62,134.45,8
267012945,1,,,天和人家11238,11238,10024,7,116.93,125.54,199.19,154.8,131.77,123.1,124.44,115.75,105.76,108.71,141.1,146.47,10
265177165,1,,,宏伟金都11268,11268,10024,7,207.52,224.48,225.32,281.01,275.57,270.88,329.45,306.2,195.26,189.71,171.8,189.7,8
305637286,3,,,倚山里小区9399,9399,8356,7,183.93,154.32,129.58,127.68,143.64,106.37,128.11,145.9,166,147.69,178.19,268.1,7
7855114917,2,,,城建美庭9105,9105,8063,7,160.7,101.91,88.34,304.99,288.9,13.73,29.45,61.54,20.36,0.03,152.45,343.94,11
258506095,1,,,阳光港湾10681,10681,9420,7,19.83,19.87,25.62,27.37,33.25,44.66,57.25,57.77,11.42,2.31,2.34,2.49,7
8110996161,1,,,万科城6796,6796,5992,7,11.47,11.66,12.34,46.56,83.08,15.46,0.19,134.3,169.9,180.96,174.25,212.18,7
8113804980,1,39,男,碧桂园银河城11445,11445,10084,7,787.12,838.4,687.7,601.05,408.56,583.84,786.54,926.47,448.43,358.73,495.22,738.64,8
8004046303,1,56,男,金地韩府小区4211,4211,3704,7,267.59,239.19,301.73,184.22,145.66,170.41,164.91,234.65,115.67,138.05,154.07,183.53,3
8068062480,1,66,男,紫光福郡8249,8249,7253,7,460.87,395.81,367.61,129,64.8,159.07,244.7,231.79,153.34,298.75,287.77,273.9,3
8102132139,1,51,男,富达园小区6148,6148,5404,7,0.01,0,0.36,11.08,104.44,79.92,80.26,125.38,94.21,102.8,99.07,110.7,6
8026194781,1,,,上东花墅10733,10733,9420,7,4.91,0,3.16,153.19,219.19,134.01,173.23,47.04,69.8,26.1,74.05,198.46,10
8192104937,1,32,男,奥园8036,8036,6993,7,103.23,26.26,18.93,103.5,56.57,106.09,184.63,84.27,102.94,74.91,66.62,70.2,10
8118830928,1,69,男,水岸帝景6240,6240,5404,7,251.19,203.77,109.3,116.7,81.25,114.13,86.75,85.46,124.13,201.23,207.55,233.78,5
8429072266,1,35,男,88号公馆6708,6708,5790,7,344.62,359.36,350.83,537.52,387.31,275.38,277.72,319.6,226.73,391.44,311.55,306.75,4
50160961,1,,,二中小区8774,8774,7564,7,379.78,464.54,478.04,408.45,325.04,291.71,265.49,244.2,249.09,358.97,359.75,432.7,5
131643712,3,,,富虹水月翰宫5250,5250,4525,7,119.09,94.16,83.25,707.83,1661.42,1729.27,1732.87,1875.56,1333.89,1357.44,1823.87,1682.76,7
8244107673,2,31,男,漫步托斯卡纳5367,5367,4559,7,48.47,47.47,50.11,52.66,58.5,58.78,86.36,88.23,64.45,66.26,74.58,71.4,5
8244231860,2,32,男,漫步托斯卡纳5367,5367,4559,7,207.53,164.32,159.41,340.96,142.47,327.15,514.64,489.22,186.74,265.72,225.84,181.22,10
8013431213,1,44,女,良城美景11145,11145,9420,7,0,0,0,0,0,0,0,289.34,265.91,324.44,478.47,528.24,7
8257452450,1,,,西丰水岸家园住宅小区4568,4568,3858,7,93.93,89.85,91.62,0,4.96,8.58,13.79,3.18,14.58,0,77.69,100.69,11
8159537835,1,51,女,锦江林语8962,8962,7564,7,724.47,703.97,613.08,855.6,757.66,791.61,1531.59,1967.33,579.05,1281.64,655.1,848.39,8
8192046833,1,67,男,富甲之邦二期4277,4277,3609,7,458.3,432.54,383.22,346.84,347.6,279.56,286.41,285.73,277.2,289.86,276.75,300.95,9
5495216,3,47,男,欣的家园4880,4880,4096,7,1069.1,966.4,884.4,877.7,923.7,1148.8,1626.8,1346.7,994,836,1050.3,1059,10
5502279,1,,,欣的家园4880,4880,4096,7,236.23,215.14,222.47,221.4,214.44,205.95,190.18,176.78,174.16,196.38,203.6,236.81,10
8194735092,1,29,女,鸿晟园小区6071,6071,5094,7,167.12,277.49,200.38,220.03,174.22,178.23,272.28,469.95,190.88,241.21,215.21,298.52,4
8630103287,1,42,女,天下粮仓20980,20980,17589,7,451.29,193.55,421.89,473.12,452.89,358.69,229.5,93.2,277.65,254.96,252.88,252.84,7
250995590,1,,,南关小区11180,11180,9371,7,152.14,137.88,89.91,90.22,113.47,133.75,344.09,298.59,120.68,116.37,141.7,130.55,8
251274973,1,,,南关小区11180,11180,9371,7,68.27,11.94,84.73,96.91,78.81,89.14,80.3,25.82,100.07,131.3,155.48,172.48,9
251275107,1,45,男,南关小区11180,11180,9371,7,281.15,158.05,89.45,107.94,102.41,108.59,158.6,147.11,83.11,108.88,111.96,352.93,9
8410224711,1,40,女,恒大名都8350,8350,6993,7,458.82,478.94,498.01,604.72,363.54,239.62,261.83,220.66,225.67,305.52,327.81,373.18,2
8102715408,1,69,男,泡崖八区13590,13590,11333,7,539.47,427.54,452.02,509.63,421.25,365.97,406.46,444.42,286.41,110.18,0,0,10
8543864963,1,29,男,碧春园7472,7472,6160,8,197.93,252.65,252.55,341.15,219.73,197.75,243.35,295.61,175.8,263.24,214.68,223.9,5
753060910,3,,,毓秀园小区6179,6179,5094,8,373.19,147.88,392.73,330.48,391.13,358,552.86,399.54,173.32,517.66,176.83,71.11,10
251435835,1,,,金星小区11451,11451,9420,8,124.72,80.37,84.05,29.97,104.45,80.18,78.91,0.01,55.26,63.79,96.97,114.18,5
8211591791,1,53,男,清华苑小区6579,6579,5404,8,224.58,223.86,150.58,134.93,119.85,104.36,195.21,232.39,110.89,155.1,180.88,173.49,3
8088961158,1,59,男,锦绣家园5490,5490,4500,8,12.35,11.42,33.79,31.8,34.31,33.46,8.61,7.55,7.06,7,7.11,13.36,1
732530428,2,,,石化新区7015,7015,5749,8,201.43,208.63,197.62,352.52,173.59,125.53,186.85,271.31,161.09,267.3,193.78,119.69,1
732530905,2,,,石化新区7015,7015,5749,8,154.54,99.35,104.64,89.42,83.25,78.64,94.91,125.08,118.91,141.77,139.37,135.45,7
